message_id,item_id,group_id,item_title,priority,confidence,score,group_status,group_latest_deadline,as_of,reason,signals
MSG_0457,TASK_0125,GROUP_018,Review the file before the meeting,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0458,EVENT_0088,GROUP_009,Team stand-up,low,0.6817,-6.0,cancelled,,2026-10-05 01:24:00,Assessed low: DEMO_008 cancels this.,status_cancelled
MSG_0460,TASK_0126,,I will send the login details separately,low,0.451,0.4,,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0462,EVENT_0089,GROUP_045,Review,low,0.5952,0.05,pending,,2026-10-05 01:24:00,"Assessed low: this subject is a meeting or event. the only statements made about this subject are hedged (""could be""), so no firm status can be asserted.",status_unclear no_deadline category_meeting_event
MSG_0464,TASK_0127,GROUP_017,Demo was ready,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0465,EVENT_0090,GROUP_023,Doctor appointment,medium,0.7509,1.65,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-08 (MSG_0960) is 3 days away; this subject is a meeting or event.,deadline_within_3_days category_meeting_event
MSG_0467,TASK_0128,GROUP_008,Review the model results,low,0.5659,-5.1,completed,2026-09-30,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0935 reports this complete.,status_completed status_contested chased_after_closure
MSG_0468,TASK_0129,GROUP_028,Finish the test cases,low,0.5664,-5.1,completed,2026-09-27,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0931 reports this complete.,status_completed status_contested chased_after_closure
MSG_0469,TASK_0130,GROUP_017,Demo was ready,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0473,TASK_0131,GROUP_035,Send the expense receipt,low,0.5046,-5.7,cancelled,2026-10-01,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0940 cancels this.,status_cancelled status_contested
MSG_0479,EVENT_0091,GROUP_001,Family dinner,medium,0.7509,2.25,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-06 (MSG_0958) is one day after the most recent message; this subject is a meeting or event.,deadline_tomorrow category_meeting_event
MSG_0480,TASK_0132,GROUP_010,Confirm the interview slot,critical,0.8299,9.3,pending,2026-10-02,2026-10-05 01:24:00,"Assessed critical: the deadline of 2026-10-02 (MSG_0976) passed 3 day(s) before the most recent message; DEMO_001 states the deadline as ""tomorrow at 10:00""; it was not resolved to a date, so the proximity is taken from the wording; at least one message about this subject uses explicit urgency wording. MSG_0976 pushed the deadline from 2026-09-28 back to 2026-10-02.",deadline_relative_imminent deadline_overdue deadline_moved_later deadline_conflict explicit_urgency chased_repeatedly response_required category_action_required
MSG_0481,TASK_0133,GROUP_002,Review the privacy checklist,critical,0.82,5.1,pending,2026-09-30,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-30 (MSG_0980) passed 5 day(s) before the most recent message; the subject has been chased 3 times; the most recent traffic about this subject is an unanswered question. MSG_0980 pushed the deadline from 2026-09-03 back to 2026-09-30.,deadline_overdue deadline_moved_later chased_repeatedly response_required category_action_required
MSG_0483,TASK_0134,GROUP_036,Verify the dataset labels,low,0.5046,-5.7,cancelled,2026-09-28,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0948 cancels this.,status_cancelled status_contested
MSG_0484,EVENT_0092,GROUP_009,Team stand-up,low,0.6817,-6.0,cancelled,,2026-10-05 01:24:00,Assessed low: DEMO_008 cancels this.,status_cancelled
MSG_0485,TASK_0135,GROUP_035,Send the expense receipt,low,0.5046,-5.7,cancelled,2026-10-01,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0940 cancels this.,status_cancelled status_contested
MSG_0486,TASK_0136,GROUP_043,Send it soon,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0487,TASK_0137,GROUP_002,Review the privacy checklist,critical,0.82,5.1,pending,2026-09-30,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-30 (MSG_0980) passed 5 day(s) before the most recent message; the subject has been chased 3 times; the most recent traffic about this subject is an unanswered question. MSG_0980 pushed the deadline from 2026-09-03 back to 2026-09-30.,deadline_overdue deadline_moved_later chased_repeatedly response_required category_action_required
MSG_0488,EVENT_0093,GROUP_003,Mentor catch-up,medium,0.7509,2.65,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-05 (MSG_0969) is the day of the most recent message; this subject is a meeting or event.,deadline_today category_meeting_event
MSG_0492,TASK_0138,GROUP_043,Send it soon,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0493,EVENT_0094,GROUP_046,Review,low,0.5952,0.05,pending,,2026-10-05 01:24:00,"Assessed low: this subject is a meeting or event. the only statements made about this subject are hedged (""could be""), so no firm status can be asserted.",status_unclear no_deadline category_meeting_event
MSG_0495,TASK_0139,GROUP_025,Call Maya when you are free,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0498,TASK_0140,GROUP_013,Upload the assignment,low,0.8117,1.4,pending,2026-10-20,2026-10-05 01:24:00,Assessed low: the subject has been chased 5 times; the most recent traffic about this subject is an unanswered question; this subject is work the recipient must do. the deadline of 2026-10-20 (DEMO_020) is 15 days away; DEMO_020 pushed the deadline from 2026-09-05 back to 2026-10-20.,deadline_beyond_7_days deadline_moved_later chased_repeatedly response_required category_action_required
MSG_0502,EVENT_0095,,Meeting,low,0.451,0.25,,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0503,TASK_0141,GROUP_021,Call the service centre,low,0.5664,-5.1,completed,2026-10-02,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0939 reports this complete.,status_completed status_contested chased_after_closure
MSG_0505,TASK_0142,GROUP_043,Send it soon,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0508,EVENT_0096,GROUP_015,Study-group session,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-04 (MSG_0956) passed 1 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0511,EVENT_0097,GROUP_023,Doctor appointment,medium,0.7509,1.65,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-08 (MSG_0960) is 3 days away; this subject is a meeting or event.,deadline_within_3_days category_meeting_event
MSG_0512,TASK_0143,GROUP_032,Send the revised presentation,low,0.5657,-5.1,cancelled,2026-09-29,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0934 cancels this.,status_cancelled status_contested chased_after_closure
MSG_0513,TASK_0144,GROUP_034,Prepare the demo video,low,0.5046,-5.7,completed,2026-09-27,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0937 reports this complete.,status_completed status_contested
MSG_0515,TASK_0145,GROUP_007,Renew the library book,critical,0.8892,8.5,pending,2026-09-30,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-30 (MSG_0986) passed 5 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the subject has been chased 5 times.,deadline_overdue deadline_moved_earlier deadline_conflict explicit_urgency chased_repeatedly response_required category_action_required
MSG_0517,TASK_0146,GROUP_036,Verify the dataset labels,low,0.5046,-5.7,cancelled,2026-09-28,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0948 cancels this.,status_cancelled status_contested
MSG_0519,EVENT_0098,GROUP_044,College seminar,low,0.5434,0.25,pending,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0524,TASK_0147,GROUP_018,Review the file before the meeting,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0526,EVENT_0099,,Meeting,low,0.451,0.25,,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0527,TASK_0148,GROUP_010,Confirm the interview slot,critical,0.8299,9.3,pending,2026-10-02,2026-10-05 01:24:00,"Assessed critical: the deadline of 2026-10-02 (MSG_0976) passed 3 day(s) before the most recent message; DEMO_001 states the deadline as ""tomorrow at 10:00""; it was not resolved to a date, so the proximity is taken from the wording; at least one message about this subject uses explicit urgency wording. MSG_0976 pushed the deadline from 2026-09-28 back to 2026-10-02.",deadline_relative_imminent deadline_overdue deadline_moved_later deadline_conflict explicit_urgency chased_repeatedly response_required category_action_required
MSG_0530,TASK_0149,GROUP_037,Submit the weekly report,low,0.4796,-5.7,completed,2026-09-28,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0949 reports this complete.,status_completed status_contested
MSG_0531,TASK_0150,GROUP_035,Send the expense receipt,low,0.5046,-5.7,cancelled,2026-10-01,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0940 cancels this.,status_cancelled status_contested
MSG_0533,TASK_0151,,I will send the login details separately,low,0.451,0.4,,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0536,TASK_0152,GROUP_005,Pay the electricity bill,high,0.82,4.1,pending,2026-09-28,2026-10-05 01:24:00,Assessed high: the deadline of 2026-09-28 (MSG_0990) passed 7 day(s) before the most recent message; the most recent traffic about this subject is an unanswered question; the subject has been chased 2 time(s). MSG_0990 pushed the deadline from 2026-09-07 back to 2026-09-28.,deadline_overdue deadline_moved_later chased_once response_required category_action_required
MSG_0537,TASK_0153,GROUP_008,Review the model results,low,0.5659,-5.1,completed,2026-09-30,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0935 reports this complete.,status_completed status_contested chased_after_closure
MSG_0546,TASK_0154,GROUP_014,Complete the onboarding form,critical,0.82,5.5,pending,2026-09-06,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-06 (MSG_0624) passed 29 day(s) before the most recent message; the subject has been chased 6 times; the most recent traffic about this subject is an unanswered question.,deadline_overdue chased_repeatedly response_required category_action_required
MSG_0547,TASK_0155,GROUP_037,Submit the weekly report,low,0.4796,-5.7,completed,2026-09-28,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0949 reports this complete.,status_completed status_contested
MSG_0549,EVENT_0100,GROUP_015,Study-group session,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-04 (MSG_0956) passed 1 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0551,TASK_0156,GROUP_014,Complete the onboarding form,critical,0.82,5.5,pending,2026-09-06,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-06 (MSG_0624) passed 29 day(s) before the most recent message; the subject has been chased 6 times; the most recent traffic about this subject is an unanswered question.,deadline_overdue chased_repeatedly response_required category_action_required
MSG_0552,TASK_0157,GROUP_037,Submit the weekly report,low,0.4796,-5.7,completed,2026-09-28,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0949 reports this complete.,status_completed status_contested
MSG_0553,TASK_0158,GROUP_007,Renew the library book,critical,0.8892,8.5,pending,2026-09-30,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-30 (MSG_0986) passed 5 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the subject has been chased 5 times.,deadline_overdue deadline_moved_earlier deadline_conflict explicit_urgency chased_repeatedly response_required category_action_required
MSG_0554,TASK_0159,GROUP_013,Upload the assignment,low,0.8117,1.4,pending,2026-10-20,2026-10-05 01:24:00,Assessed low: the subject has been chased 5 times; the most recent traffic about this subject is an unanswered question; this subject is work the recipient must do. the deadline of 2026-10-20 (DEMO_020) is 15 days away; DEMO_020 pushed the deadline from 2026-09-05 back to 2026-10-20.,deadline_beyond_7_days deadline_moved_later chased_repeatedly response_required category_action_required
MSG_0556,TASK_0160,GROUP_038,Share the meeting notes,critical,0.8892,5.9,pending,2026-09-27,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-27 (MSG_0971) passed 8 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the most recent traffic about this subject is an unanswered question. MSG_0971 pushed the deadline from 2026-09-02 back to 2026-09-27.,deadline_overdue deadline_moved_later explicit_urgency chased_once response_required category_action_required
MSG_0557,TASK_0161,GROUP_010,Confirm the interview slot,critical,0.8299,9.3,pending,2026-10-02,2026-10-05 01:24:00,"Assessed critical: the deadline of 2026-10-02 (MSG_0976) passed 3 day(s) before the most recent message; DEMO_001 states the deadline as ""tomorrow at 10:00""; it was not resolved to a date, so the proximity is taken from the wording; at least one message about this subject uses explicit urgency wording. MSG_0976 pushed the deadline from 2026-09-28 back to 2026-10-02.",deadline_relative_imminent deadline_overdue deadline_moved_later deadline_conflict explicit_urgency chased_repeatedly response_required category_action_required
MSG_0559,TASK_0162,GROUP_018,Review the file before the meeting,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0561,TASK_0163,GROUP_034,Prepare the demo video,low,0.5046,-5.7,completed,2026-09-27,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0937 reports this complete.,status_completed status_contested
MSG_0565,EVENT_0101,GROUP_042,Design review,low,0.5434,0.25,pending,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0566,TASK_0164,GROUP_038,Share the meeting notes,critical,0.8892,5.9,pending,2026-09-27,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-27 (MSG_0971) passed 8 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the most recent traffic about this subject is an unanswered question. MSG_0971 pushed the deadline from 2026-09-02 back to 2026-09-27.,deadline_overdue deadline_moved_later explicit_urgency chased_once response_required category_action_required
MSG_0569,TASK_0165,GROUP_002,Review the privacy checklist,critical,0.82,5.1,pending,2026-09-30,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-30 (MSG_0980) passed 5 day(s) before the most recent message; the subject has been chased 3 times; the most recent traffic about this subject is an unanswered question. MSG_0980 pushed the deadline from 2026-09-03 back to 2026-09-30.,deadline_overdue deadline_moved_later chased_repeatedly response_required category_action_required
MSG_0570,TASK_0166,,I will send the login details separately,low,0.451,0.4,,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0574,TASK_0167,GROUP_028,Finish the test cases,low,0.5664,-5.1,completed,2026-09-27,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0931 reports this complete.,status_completed status_contested chased_after_closure
MSG_0577,TASK_0168,GROUP_020,Complete the Python exercise,low,0.5046,-5.7,cancelled,2026-10-01,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0938 cancels this.,status_cancelled status_contested
MSG_0578,TASK_0169,GROUP_002,Review the privacy checklist,critical,0.82,5.1,pending,2026-09-30,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-30 (MSG_0980) passed 5 day(s) before the most recent message; the subject has been chased 3 times; the most recent traffic about this subject is an unanswered question. MSG_0980 pushed the deadline from 2026-09-03 back to 2026-09-30.,deadline_overdue deadline_moved_later chased_repeatedly response_required category_action_required
MSG_0579,EVENT_0102,GROUP_033,Technical interview,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-04 (MSG_0968) passed 1 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0580,TASK_0170,GROUP_018,Review the file before the meeting,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0584,EVENT_0103,GROUP_009,Team stand-up,low,0.6817,-6.0,cancelled,,2026-10-05 01:24:00,Assessed low: DEMO_008 cancels this.,status_cancelled
MSG_0585,TASK_0171,GROUP_014,Complete the onboarding form,critical,0.82,5.5,pending,2026-09-06,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-06 (MSG_0624) passed 29 day(s) before the most recent message; the subject has been chased 6 times; the most recent traffic about this subject is an unanswered question.,deadline_overdue chased_repeatedly response_required category_action_required
MSG_0588,EVENT_0104,GROUP_019,Client discussion,low,0.7509,0.95,rescheduled,,2026-10-05 01:24:00,Assessed low: the event of 2026-10-09 (MSG_0961) is 4 days away; this subject is a meeting or event.,deadline_within_7_days category_meeting_event
MSG_0590,EVENT_0105,GROUP_029,Placement briefing,medium,0.7509,2.25,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-06 (MSG_0970) is one day after the most recent message; this subject is a meeting or event.,deadline_tomorrow category_meeting_event
MSG_0592,EVENT_0106,GROUP_023,Doctor appointment,medium,0.7509,1.65,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-08 (MSG_0960) is 3 days away; this subject is a meeting or event.,deadline_within_3_days category_meeting_event
MSG_0600,EVENT_0107,GROUP_044,College seminar,low,0.5434,0.25,pending,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0601,EVENT_0108,GROUP_023,Doctor appointment,medium,0.7509,1.65,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-08 (MSG_0960) is 3 days away; this subject is a meeting or event.,deadline_within_3_days category_meeting_event
MSG_0602,TASK_0172,GROUP_028,Finish the test cases,low,0.5664,-5.1,completed,2026-09-27,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0931 reports this complete.,status_completed status_contested chased_after_closure
MSG_0603,EVENT_0109,GROUP_001,Family dinner,medium,0.7509,2.25,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-06 (MSG_0958) is one day after the most recent message; this subject is a meeting or event.,deadline_tomorrow category_meeting_event
MSG_0605,TASK_0173,GROUP_011,Email the signed document,low,0.5712,-5.1,completed,2026-09-06,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0933 reports this complete.,status_completed status_contested chased_after_closure
MSG_0606,EVENT_0110,GROUP_022,Product demo,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-01 (MSG_0965) passed 4 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0607,TASK_0174,GROUP_036,Verify the dataset labels,low,0.5046,-5.7,cancelled,2026-09-28,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0948 cancels this.,status_cancelled status_contested
MSG_0612,TASK_0175,GROUP_036,Verify the dataset labels,low,0.5046,-5.7,cancelled,2026-09-28,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0948 cancels this.,status_cancelled status_contested
MSG_0614,TASK_0176,GROUP_005,Pay the electricity bill,high,0.82,4.1,pending,2026-09-28,2026-10-05 01:24:00,Assessed high: the deadline of 2026-09-28 (MSG_0990) passed 7 day(s) before the most recent message; the most recent traffic about this subject is an unanswered question; the subject has been chased 2 time(s). MSG_0990 pushed the deadline from 2026-09-07 back to 2026-09-28.,deadline_overdue deadline_moved_later chased_once response_required category_action_required
MSG_0615,TASK_0177,GROUP_041,Back up the project files,critical,0.8892,5.9,pending,2026-09-27,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-27 (MSG_0989) passed 8 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the most recent traffic about this subject is an unanswered question. MSG_0989 pushed the deadline from 2026-09-08 back to 2026-09-27.,deadline_overdue deadline_moved_later explicit_urgency chased_once response_required category_action_required
MSG_0616,EVENT_0111,GROUP_042,Design review,low,0.5434,0.25,pending,,2026-10-05 01:24:00,Assessed low: this subject is a meeting or event.,no_deadline category_meeting_event
MSG_0617,TASK_0178,GROUP_010,Confirm the interview slot,critical,0.8299,9.3,pending,2026-10-02,2026-10-05 01:24:00,"Assessed critical: the deadline of 2026-10-02 (MSG_0976) passed 3 day(s) before the most recent message; DEMO_001 states the deadline as ""tomorrow at 10:00""; it was not resolved to a date, so the proximity is taken from the wording; at least one message about this subject uses explicit urgency wording. MSG_0976 pushed the deadline from 2026-09-28 back to 2026-10-02.",deadline_relative_imminent deadline_overdue deadline_moved_later deadline_conflict explicit_urgency chased_repeatedly response_required category_action_required
MSG_0618,TASK_0179,GROUP_028,Finish the test cases,low,0.5664,-5.1,completed,2026-09-27,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0931 reports this complete.,status_completed status_contested chased_after_closure
MSG_0619,EVENT_0112,GROUP_022,Product demo,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-01 (MSG_0965) passed 4 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0620,TASK_0180,GROUP_005,Pay the electricity bill,high,0.82,4.1,pending,2026-09-28,2026-10-05 01:24:00,Assessed high: the deadline of 2026-09-28 (MSG_0990) passed 7 day(s) before the most recent message; the most recent traffic about this subject is an unanswered question; the subject has been chased 2 time(s). MSG_0990 pushed the deadline from 2026-09-07 back to 2026-09-28.,deadline_overdue deadline_moved_later chased_once response_required category_action_required
MSG_0621,TASK_0181,GROUP_002,Review the privacy checklist,critical,0.82,5.1,pending,2026-09-30,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-30 (MSG_0980) passed 5 day(s) before the most recent message; the subject has been chased 3 times; the most recent traffic about this subject is an unanswered question. MSG_0980 pushed the deadline from 2026-09-03 back to 2026-09-30.,deadline_overdue deadline_moved_later chased_repeatedly response_required category_action_required
MSG_0622,TASK_0182,GROUP_012,Update the project tracker,low,0.5664,-5.1,cancelled,2026-10-06,2026-10-05 01:24:00,Assessed low: the subject was chased after it was reported closed; the recorded messages disagree about this subject's state. MSG_0942 cancels this.,status_cancelled status_contested chased_after_closure
MSG_0623,EVENT_0113,GROUP_015,Study-group session,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-04 (MSG_0956) passed 1 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0624,TASK_0183,GROUP_014,Complete the onboarding form,critical,0.82,5.5,pending,2026-09-06,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-06 (MSG_0624) passed 29 day(s) before the most recent message; the subject has been chased 6 times; the most recent traffic about this subject is an unanswered question.,deadline_overdue chased_repeatedly response_required category_action_required
MSG_0628,EVENT_0114,GROUP_026,AI workshop,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-09-30 (MSG_0964) passed 5 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0630,EVENT_0115,GROUP_033,Technical interview,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-04 (MSG_0968) passed 1 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0631,EVENT_0116,GROUP_009,Team stand-up,low,0.6817,-6.0,cancelled,,2026-10-05 01:24:00,Assessed low: DEMO_008 cancels this.,status_cancelled
MSG_0633,TASK_0184,GROUP_013,Upload the assignment,low,0.8117,1.4,pending,2026-10-20,2026-10-05 01:24:00,Assessed low: the subject has been chased 5 times; the most recent traffic about this subject is an unanswered question; this subject is work the recipient must do. the deadline of 2026-10-20 (DEMO_020) is 15 days away; DEMO_020 pushed the deadline from 2026-09-05 back to 2026-10-20.,deadline_beyond_7_days deadline_moved_later chased_repeatedly response_required category_action_required
MSG_0634,TASK_0185,GROUP_025,Call Maya when you are free,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
MSG_0635,EVENT_0117,GROUP_047,Review,low,0.5952,0.05,pending,,2026-10-05 01:24:00,"Assessed low: this subject is a meeting or event. the only statements made about this subject are hedged (""could be""), so no firm status can be asserted.",status_unclear no_deadline category_meeting_event
MSG_0637,EVENT_0118,GROUP_023,Doctor appointment,medium,0.7509,1.65,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-08 (MSG_0960) is 3 days away; this subject is a meeting or event.,deadline_within_3_days category_meeting_event
MSG_0638,TASK_0186,GROUP_007,Renew the library book,critical,0.8892,8.5,pending,2026-09-30,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-30 (MSG_0986) passed 5 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the subject has been chased 5 times.,deadline_overdue deadline_moved_earlier deadline_conflict explicit_urgency chased_repeatedly response_required category_action_required
MSG_0639,TASK_0187,GROUP_037,Submit the weekly report,low,0.4796,-5.7,completed,2026-09-28,2026-10-05 01:24:00,Assessed low: the recorded messages disagree about this subject's state. MSG_0949 reports this complete.,status_completed status_contested
MSG_0640,TASK_0188,GROUP_013,Upload the assignment,low,0.8117,1.4,pending,2026-10-20,2026-10-05 01:24:00,Assessed low: the subject has been chased 5 times; the most recent traffic about this subject is an unanswered question; this subject is work the recipient must do. the deadline of 2026-10-20 (DEMO_020) is 15 days away; DEMO_020 pushed the deadline from 2026-09-05 back to 2026-10-20.,deadline_beyond_7_days deadline_moved_later chased_repeatedly response_required category_action_required
MSG_0643,EVENT_0119,GROUP_031,Sprint planning,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-03 (MSG_0967) passed 2 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0645,EVENT_0120,GROUP_031,Sprint planning,high,0.7509,3.45,rescheduled,,2026-10-05 01:24:00,Assessed high: the event of 2026-10-03 (MSG_0967) passed 2 day(s) before the most recent message; this subject is a meeting or event.,deadline_overdue category_meeting_event
MSG_0646,EVENT_0121,GROUP_001,Family dinner,medium,0.7509,2.25,rescheduled,,2026-10-05 01:24:00,Assessed medium: the event of 2026-10-06 (MSG_0958) is one day after the most recent message; this subject is a meeting or event.,deadline_tomorrow category_meeting_event
MSG_0652,TASK_0189,GROUP_038,Share the meeting notes,critical,0.8892,5.9,pending,2026-09-27,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-27 (MSG_0971) passed 8 day(s) before the most recent message; at least one message about this subject uses explicit urgency wording; the most recent traffic about this subject is an unanswered question. MSG_0971 pushed the deadline from 2026-09-02 back to 2026-09-27.,deadline_overdue deadline_moved_later explicit_urgency chased_once response_required category_action_required
MSG_0653,TASK_0190,GROUP_002,Review the privacy checklist,critical,0.82,5.1,pending,2026-09-30,2026-10-05 01:24:00,Assessed critical: the deadline of 2026-09-30 (MSG_0980) passed 5 day(s) before the most recent message; the subject has been chased 3 times; the most recent traffic about this subject is an unanswered question. MSG_0980 pushed the deadline from 2026-09-03 back to 2026-09-30.,deadline_overdue deadline_moved_later chased_repeatedly response_required category_action_required
MSG_0654,TASK_0191,GROUP_043,Send it soon,low,0.5434,0.4,pending,,2026-10-05 01:24:00,Assessed low: this subject is work the recipient must do.,no_deadline category_action_required
